biz_no,open_id,session_id,app_page,action_type,time_spent,device_type,location,action_time,ip_city,page_value,grass_date
470,op999939,op999939_20251128_3,home_page,tap,19474,tablet,西安,2025-11-28 00:11:35,深圳,,2025-11-28
471,op999939,op999939_20251128_3,search_page,scroll,7682,tablet,西安,2025-11-28 00:15:46,苏州,服装,2025-11-28
472,op999939,op999939_20251128_3,search_page,tap,24521,desktop,上海,2025-11-28 00:19:20,苏州,数码,2025-11-28
473,op999939,op999939_20251128_3,profile_page,tap,15274,desktop,上海,2025-11-28 00:23:46,苏州,,2025-11-28
474,op999939,op999939_20251128_3,profile_page,tap,2686,mobile,杭州,2025-11-28 00:27:12,杭州,,2025-11-28
475,op1002689,op1002689_20251128_1,home_page,input,17851,tablet,上海,2025-11-28 06:46:33,武汉,,2025-11-28
476,op1002689,op1002689_20251128_1,home_page,scroll,19900,mobile,武汉,2025-11-28 06:49:49,北京,,2025-11-28
477,op1002689,op1002689_20251128_1,product_page,input,19167,desktop,西安,2025-11-28 06:50:54,杭州,90135,2025-11-28
478,op1002689,op1002689_20251128_2,home_page,swipe,7233,desktop,重庆,2025-11-28 17:37:56,天津,,2025-11-28
479,op1002689,op1002689_20251128_2,profile_page,input,26055,desktop,南京,2025-11-28 17:42:39,苏州,,2025-11-28
480,op1002689,op1002689_20251128_2,home_page,input,2771,mobile,杭州,2025-11-28 17:48:33,杭州,,2025-11-28
481,op1002689,op1002689_20251128_2,search_page,input,11628,mobile,南京,2025-11-28 17:53:09,成都,食品,2025-11-28
482,op1002689,op1002689_20251128_2,product_page,swipe,7227,mobile,杭州,2025-11-28 17:56:52,武汉,90016,2025-11-28
483,op1002633,op1002633_20251128_1,home_page,tap,13379,tablet,深圳,2025-11-28 03:01:49,南京,,2025-11-28
484,op1002633,op1002633_20251128_1,profile_page,input,18020,desktop,杭州,2025-11-28 03:06:52,苏州,,2025-11-28
485,op1002633,op1002633_20251128_2,home_page,click,13587,mobile,深圳,2025-11-28 15:10:58,上海,,2025-11-28
486,op1002633,op1002633_20251128_2,product_page,scroll,22584,mobile,广州,2025-11-28 15:16:24,上海,90110,2025-11-28
487,op1002633,op1002633_20251128_2,search_page,tap,11968,tablet,北京,2025-11-28 15:19:20,天津,数码,2025-11-28
488,op1002633,op1002633_20251128_2,home_page,tap,23010,tablet,杭州,2025-11-28 15:21:47,上海,,2025-11-28
489,op1002633,op1002633_20251128_3,home_page,tap,22553,desktop,南京,2025-11-28 17:34:25,深圳,,2025-11-28
490,op1002633,op1002633_20251128_3,profile_page,input,11588,tablet,广州,2025-11-28 17:38:50,苏州,,2025-11-28
491,op1002633,op1002633_20251128_3,product_page,swipe,22344,mobile,南京,2025-11-28 17:44:34,上海,90183,2025-11-28
492,op1002633,op1002633_20251128_3,home_page,tap,20036,desktop,武汉,2025-11-28 17:47:15,上海,,2025-11-28
493,op1002088,op1002088_20251128_1,home_page,swipe,16348,tablet,南京,2025-11-28 11:44:35,杭州,,2025-11-28
494,op1002088,op1002088_20251128_1,product_page,scroll,10746,mobile,重庆,2025-11-28 11:48:38,广州,90099,2025-11-28
495,op1002088,op1002088_20251128_1,search_page,click,4611,desktop,成都,2025-11-28 11:50:50,杭州,服装,2025-11-28
496,op1002088,op1002088_20251128_1,home_page,swipe,24761,mobile,武汉,2025-11-28 11:54:29,南京,,2025-11-28
497,op1002088,op1002088_20251128_1,product_page,click,17416,desktop,广州,2025-11-28 11:57:16,杭州,90006,2025-11-28
498,op1001405,op1001405_20251128_1,home_page,click,11868,desktop,西安,2025-11-28 03:56:38,北京,,2025-11-28
499,op1001405,op1001405_20251128_1,profile_page,scroll,6545,mobile,深圳,2025-11-28 03:58:06,苏州,,2025-11-28
500,op1001405,op1001405_20251128_1,search_page,swipe,16523,desktop,西安,2025-11-28 04:01:32,北京,服装,2025-11-28
501,op1001405,op1001405_20251128_1,search_page,input,5405,mobile,深圳,2025-11-28 04:03:05,南京,数码,2025-11-28
502,op1001405,op1001405_20251128_1,cart_page,scroll,16397,mobile,南京,2025-11-28 04:05:52,杭州,,2025-11-28
503,op1001312,op1001312_20251128_1,home_page,tap,15365,desktop,武汉,2025-11-28 16:37:11,苏州,,2025-11-28
504,op1001312,op1001312_20251128_1,home_page,tap,23566,mobile,武汉,2025-11-28 16:38:52,广州,,2025-11-28
505,op1002067,op1002067_20251128_1,home_page,tap,6555,desktop,西安,2025-11-28 06:53:55,北京,,2025-11-28
506,op1002067,op1002067_20251128_1,profile_page,swipe,23892,mobile,杭州,2025-11-28 06:56:45,天津,,2025-11-28
507,op1002067,op1002067_20251128_2,home_page,click,18432,desktop,西安,2025-11-28 13:19:03,苏州,,2025-11-28
508,op1002067,op1002067_20251128_2,product_page,input,10177,tablet,成都,2025-11-28 13:23:21,广州,90134,2025-11-28
509,op1002067,op1002067_20251128_2,home_page,input,28328,desktop,武汉,2025-11-28 13:25:49,杭州,,2025-11-28
510,op1002067,op1002067_20251128_2,profile_page,tap,7622,mobile,重庆,2025-11-28 13:30:50,武汉,,2025-11-28
511,op1002067,op1002067_20251128_3,home_page,swipe,17802,mobile,北京,2025-11-28 04:16:33,广州,,2025-11-28
512,op1002067,op1002067_20251128_3,search_page,scroll,28222,mobile,武汉,2025-11-28 04:19:10,天津,数码,2025-11-28
513,op1001356,op1001356_20251128_1,home_page,input,18711,desktop,南京,2025-11-28 08:44:19,南京,,2025-11-28
514,op1001356,op1001356_20251128_1,search_page,scroll,5942,mobile,广州,2025-11-28 08:50:07,上海,数码,2025-11-28
515,op1001356,op1001356_20251128_2,home_page,swipe,11507,tablet,杭州,2025-11-28 05:01:50,上海,,2025-11-28
516,op1001356,op1001356_20251128_2,home_page,input,5913,mobile,上海,2025-11-28 05:07:26,武汉,,2025-11-28
517,op1001356,op1001356_20251128_2,cart_page,tap,17975,tablet,武汉,2025-11-28 05:12:11,上海,,2025-11-28
518,op1000521,op1000521_20251128_1,home_page,swipe,19753,mobile,重庆,2025-11-28 22:32:45,北京,,2025-11-28
519,op1000521,op1000521_20251128_1,profile_page,tap,23058,mobile,南京,2025-11-28 22:34:40,武汉,,2025-11-28
520,op1000521,op1000521_20251128_1,cart_page,tap,20572,mobile,重庆,2025-11-28 22:39:27,苏州,,2025-11-28
521,op1000521,op1000521_20251128_1,cart_page,scroll,27645,mobile,武汉,2025-11-28 22:44:59,成都,,2025-11-28
522,op1000521,op1000521_20251128_1,product_page,tap,3304,mobile,深圳,2025-11-28 22:47:24,北京,90082,2025-11-28
1,op1000124,op1000124_20251129_1,home_page,tap,26730,tablet,北京,2025-11-29 21:32:07,上海,,2025-11-29
2,op1000124,op1000124_20251129_1,profile_page,tap,16277,mobile,南京,2025-11-29 21:35:57,苏州,,2025-11-29
3,op1000124,op1000124_20251129_1,profile_page,tap,9551,desktop,北京,2025-11-29 21:38:04,广州,,2025-11-29
4,op1000124,op1000124_20251129_1,home_page,click,1261,desktop,西安,2025-11-29 21:39:55,武汉,,2025-11-29
5,op1000124,op1000124_20251129_2,home_page,click,21276,mobile,重庆,2025-11-29 02:17:05,南京,,2025-11-29
6,op1000124,op1000124_20251129_2,profile_page,click,16858,tablet,广州,2025-11-29 02:22:37,深圳,,2025-11-29
7,op1000124,op1000124_20251129_2,cart_page,tap,27120,mobile,武汉,2025-11-29 02:26:38,南京,,2025-11-29
8,op1002557,op1002557_20251129_1,home_page,click,15770,tablet,西安,2025-11-29 02:11:58,成都,,2025-11-29
9,op1002557,op1002557_20251129_1,cart_page,click,27305,desktop,武汉,2025-11-29 02:17:08,南京,,2025-11-29
10,op1002557,op1002557_20251129_1,search_page,click,26693,desktop,成都,2025-11-29 02:21:07,杭州,数码,2025-11-29
11,op1002557,op1002557_20251129_1,product_page,input,3012,mobile,西安,2025-11-29 02:26:28,广州,90157,2025-11-29
12,op1002557,op1002557_20251129_1,home_page,tap,15965,tablet,深圳,2025-11-29 02:30:48,南京,,2025-11-29
13,op1002558,op1002558_20251129_1,home_page,scroll,28136,desktop,西安,2025-11-29 10:33:11,南京,,2025-11-29
14,op1002558,op1002558_20251129_1,cart_page,scroll,6292,mobile,上海,2025-11-29 10:37:57,成都,,2025-11-29
15,op1002558,op1002558_20251129_1,cart_page,swipe,11778,tablet,成都,2025-11-29 10:41:57,深圳,,2025-11-29
16,op1002558,op1002558_20251129_2,home_page,tap,20962,tablet,北京,2025-11-29 04:28:07,天津,,2025-11-29
17,op1002558,op1002558_20251129_2,profile_page,swipe,3952,desktop,成都,2025-11-29 04:31:59,苏州,,2025-11-29
18,op999872,op999872_20251129_1,home_page,click,8268,mobile,上海,2025-11-29 20:48:58,南京,,2025-11-29
19,op999872,op999872_20251129_1,product_page,input,12913,mobile,深圳,2025-11-29 20:50:56,广州,90104,2025-11-29
20,op999872,op999872_20251129_1,home_page,tap,5565,tablet,广州,2025-11-29 20:53:07,武汉,,2025-11-29
21,op999872,op999872_20251129_1,home_page,click,14187,desktop,杭州,2025-11-29 20:57:34,南京,,2025-11-29
22,op999872,op999872_20251129_1,search_page,swipe,12998,desktop,杭州,2025-11-29 20:58:52,北京,食品,2025-11-29
23,op999872,op999872_20251129_2,home_page,input,20107,tablet,成都,2025-11-29 20:07:32,广州,,2025-11-29
24,op999872,op999872_20251129_2,profile_page,swipe,3414,mobile,深圳,2025-11-29 20:09:51,天津,,2025-11-29
25,op1002436,op1002436_20251129_1,home_page,click,11535,tablet,武汉,2025-11-29 13:43:04,成都,,2025-11-29
26,op1002436,op1002436_20251129_1,home_page,tap,3720,mobile,重庆,2025-11-29 13:47:37,成都,,2025-11-29
27,op1002436,op1002436_20251129_1,cart_page,click,6531,desktop,北京,2025-11-29 13:53:05,南京,,2025-11-29
28,op1002436,op1002436_20251129_1,profile_page,scroll,6855,mobile,武汉,2025-11-29 13:54:54,深圳,,2025-11-29
29,op1002436,op1002436_20251129_1,product_page,input,1908,desktop,成都,2025-11-29 13:57:20,南京,90082,2025-11-29
30,op1002436,op1002436_20251129_2,home_page,swipe,16585,tablet,杭州,2025-11-29 19:13:02,成都,,2025-11-29
31,op1002436,op1002436_20251129_2,product_page,input,11870,tablet,深圳,2025-11-29 19:19:00,广州,90082,2025-11-29
32,op1002436,op1002436_20251129_2,search_page,tap,25913,tablet,西安,2025-11-29 19:22:30,北京,数码,2025-11-29
33,op1002436,op1002436_20251129_2,profile_page,click,9537,mobile,北京,2025-11-29 19:27:35,武汉,,2025-11-29
34,op1002436,op1002436_20251129_3,home_page,tap,20333,tablet,杭州,2025-11-29 03:34:16,苏州,,2025-11-29
35,op1002436,op1002436_20251129_3,product_page,tap,13403,mobile,北京,2025-11-29 03:37:47,上海,90082,2025-11-29
36,op1002436,op1002436_20251129_3,search_page,scroll,20166,desktop,广州,2025-11-29 03:41:33,杭州,数码,2025-11-29
37,op1002436,op1002436_20251129_3,home_page,scroll,2626,mobile,武汉,2025-11-29 03:43:38,南京,,2025-11-29
38,op1002436,op1002436_20251129_3,cart_page,click,18589,mobile,南京,2025-11-29 03:48:49,杭州,,2025-11-29
39,op1000134,op1000134_20251129_1,home_page,swipe,13836,desktop,武汉,2025-11-29 19:43:50,北京,,2025-11-29
40,op1000134,op1000134_20251129_1,cart_page,tap,19563,desktop,成都,2025-11-29 19:48:56,苏州,,2025-11-29
41,op1000134,op1000134_20251129_1,profile_page,input,20897,desktop,上海,2025-11-29 19:52:28,苏州,,2025-11-29
42,op1001287,op1001287_20251129_1,home_page,tap,7009,tablet,南京,2025-11-29 18:52:24,深圳,,2025-11-29
43,op1001287,op1001287_20251129_1,home_page,tap,18101,mobile,成都,2025-11-29 18:55:49,武汉,,2025-11-29
44,op1001287,op1001287_20251129_2,home_page,swipe,20724,mobile,西安,2025-11-29 22:04:58,成都,,2025-11-29
45,op1001287,op1001287_20251129_2,cart_page,click,1960,desktop,南京,2025-11-29 22:07:29,上海,,2025-11-29
46,op1000264,op1000264_20251129_1,home_page,click,19383,mobile,北京,2025-11-29 05:08:39,南京,,2025-11-29
47,op1000264,op1000264_20251129_1,product_page,input,2507,tablet,杭州,2025-11-29 05:12:57,天津,90017,2025-11-29
48,op1000264,op1000264_20251129_1,cart_page,click,25749,mobile,武汉,2025-11-29 05:16:07,杭州,,2025-11-29
49,op1000264,op1000264_20251129_1,home_page,click,3364,tablet,广州,2025-11-29 05:19:08,杭州,,2025-11-29
50,op1000264,op1000264_20251129_1,cart_page,scroll,11668,tablet,西安,2025-11-29 05:20:26,深圳,,2025-11-29
51,op1000264,op1000264_20251129_2,home_page,input,8855,mobile,西安,2025-11-29 15:35:39,北京,,2025-11-29
52,op1000264,op1000264_20251129_2,cart_page,scroll,28548,desktop,北京,2025-11-29 15:40:46,北京,,2025-11-29
53,op1000264,op1000264_20251129_2,product_page,tap,23023,mobile,深圳,2025-11-29 15:46:17,杭州,90017,2025-11-29
54,op1000264,op1000264_20251129_3,home_page,swipe,6391,desktop,杭州,2025-11-29 15:18:24,成都,,2025-11-29
55,op1000264,op1000264_20251129_3,profile_page,swipe,2359,desktop,成都,2025-11-29 15:21:48,武汉,,2025-11-29
56,op1001545,op1001545_20251129_1,home_page,swipe,6643,mobile,北京,2025-11-29 09:01:27,武汉,,2025-11-29
57,op1001545,op1001545_20251129_1,product_page,tap,29321,mobile,成都,2025-11-29 09:03:46,成都,90006,2025-11-29
58,op1001545,op1001545_20251129_1,profile_page,click,26337,desktop,成都,2025-11-29 09:05:54,北京,,2025-11-29
59,op1001545,op1001545_20251129_1,profile_page,input,13303,mobile,武汉,2025-11-29 09:09:27,成都,,2025-11-29
60,op1000648,op1000648_20251129_1,home_page,scroll,1829,desktop,西安,2025-11-29 21:59:50,苏州,,2025-11-29
61,op1000648,op1000648_20251129_1,home_page,tap,24254,mobile,杭州,2025-11-29 22:02:07,深圳,,2025-11-29
62,op1000648,op1000648_20251129_1,product_page,tap,15330,mobile,广州,2025-11-29 22:07:38,广州,90048,2025-11-29
63,op1000648,op1000648_20251129_1,product_page,tap,23807,desktop,成都,2025-11-29 22:09:39,天津,90137,2025-11-29
64,op1000648,op1000648_20251129_2,home_page,tap,6773,desktop,成都,2025-11-29 19:39:30,武汉,,2025-11-29
65,op1000648,op1000648_20251129_2,cart_page,input,28210,mobile,杭州,2025-11-29 19:42:51,杭州,,2025-11-29
66,op1000648,op1000648_20251129_2,cart_page,input,10309,tablet,杭州,2025-11-29 19:45:41,天津,,2025-11-29
67,op1000648,op1000648_20251129_2,profile_page,scroll,17031,mobile,南京,2025-11-29 19:50:53,北京,,2025-11-29
68,op999879,op999879_20251129_1,home_page,swipe,23066,tablet,广州,2025-11-29 08:38:53,成都,,2025-11-29
69,op999879,op999879_20251129_1,profile_page,tap,12150,mobile,成都,2025-11-29 08:44:05,深圳,,2025-11-29
70,op999879,op999879_20251129_1,home_page,swipe,11810,mobile,深圳,2025-11-29 08:47:00,南京,,2025-11-29
71,op1000650,op1000650_20251129_1,home_page,swipe,12534,tablet,上海,2025-11-29 12:48:17,深圳,,2025-11-29
72,op1000650,op1000650_20251129_1,profile_page,click,12851,desktop,深圳,2025-11-29 12:53:31,成都,,2025-11-29
73,op1000650,op1000650_20251129_1,product_page,scroll,12994,tablet,北京,2025-11-29 12:56:52,上海,90172,2025-11-29
74,op1000650,op1000650_20251129_1,product_page,input,25976,desktop,杭州,2025-11-29 12:58:40,上海,90068,2025-11-29
75,op1000650,op1000650_20251129_2,home_page,swipe,7309,desktop,北京,2025-11-29 02:06:56,北京,,2025-11-29
76,op1000650,op1000650_20251129_2,product_page,click,3720,tablet,成都,2025-11-29 02:12:07,北京,90172,2025-11-29
77,op1000650,op1000650_20251129_2,home_page,swipe,18660,tablet,西安,2025-11-29 02:16:33,成都,,2025-11-29
78,op1000650,op1000650_20251129_2,home_page,swipe,1540,desktop,重庆,2025-11-29 02:21:24,杭州,,2025-11-29
79,op1001552,op1001552_20251129_1,home_page,input,15064,desktop,深圳,2025-11-29 08:04:48,天津,,2025-11-29
80,op1001552,op1001552_20251129_1,cart_page,input,19813,mobile,深圳,2025-11-29 08:05:56,天津,,2025-11-29
81,op1001552,op1001552_20251129_1,cart_page,input,20066,desktop,成都,2025-11-29 08:11:51,成都,,2025-11-29
82,op1001552,op1001552_20251129_1,search_page,click,27723,desktop,成都,2025-11-29 08:14:50,武汉,数码,2025-11-29
83,op1001552,op1001552_20251129_1,product_page,scroll,21240,desktop,南京,2025-11-29 08:20:08,苏州,90002,2025-11-29
84,op1001552,op1001552_20251129_2,home_page,click,28648,mobile,上海,2025-11-29 21:47:01,广州,,2025-11-29
85,op1001552,op1001552_20251129_2,product_page,scroll,6625,mobile,重庆,2025-11-29 21:51:59,天津,90002,2025-11-29
86,op1001552,op1001552_20251129_2,home_page,tap,13362,tablet,杭州,2025-11-29 21:53:03,广州,,2025-11-29
87,op1001552,op1001552_20251129_3,home_page,swipe,27115,tablet,重庆,2025-11-29 23:26:30,天津,,2025-11-29
88,op1001552,op1001552_20251129_3,profile_page,input,20494,tablet,西安,2025-11-29 23:28:57,天津,,2025-11-29
89,op999890,op999890_20251129_1,home_page,swipe,1101,mobile,北京,2025-11-29 16:02:26,上海,,2025-11-29
90,op999890,op999890_20251129_1,home_page,tap,17513,desktop,杭州,2025-11-29 16:05:24,天津,,2025-11-29
91,op1002582,op1002582_20251129_1,home_page,scroll,4856,mobile,广州,2025-11-29 22:20:14,苏州,,2025-11-29
92,op1002582,op1002582_20251129_1,cart_page,tap,8263,mobile,北京,2025-11-29 22:25:59,上海,,2025-11-29
93,op1002582,op1002582_20251129_1,search_page,input,6285,desktop,北京,2025-11-29 22:28:46,南京,服装,2025-11-29
94,op1000538,op1000538_20251129_1,home_page,scroll,25448,desktop,重庆,2025-11-29 02:04:27,苏州,,2025-11-29
95,op1000538,op1000538_20251129_1,product_page,click,5142,desktop,深圳,2025-11-29 02:05:33,广州,90088,2025-11-29
96,op1000538,op1000538_20251129_2,home_page,tap,10911,desktop,武汉,2025-11-29 13:05:12,北京,,2025-11-29
97,op1000538,op1000538_20251129_2,home_page,tap,15339,desktop,武汉,2025-11-29 13:10:06,南京,,2025-11-29
98,op1000795,op1000795_20251129_1,home_page,input,7590,mobile,重庆,2025-11-29 03:05:11,北京,,2025-11-29
99,op1000795,op1000795_20251129_1,product_page,swipe,11716,desktop,成都,2025-11-29 03:07:41,深圳,90064,2025-11-29
100,op1000795,op1000795_20251129_1,profile_page,scroll,22092,desktop,广州,2025-11-29 03:09:11,南京,,2025-11-29
101,op1000795,op1000795_20251129_2,home_page,swipe,13204,mobile,重庆,2025-11-29 06:18:50,杭州,,2025-11-29
102,op1000795,op1000795_20251129_2,search_page,tap,8279,mobile,武汉,2025-11-29 06:22:37,天津,服装,2025-11-29
103,op1000795,op1000795_20251129_2,profile_page,click,27167,mobile,南京,2025-11-29 06:24:04,苏州,,2025-11-29
104,op1000795,op1000795_20251129_3,home_page,scroll,25114,mobile,武汉,2025-11-29 23:53:21,北京,,2025-11-29
105,op1000795,op1000795_20251129_3,product_page,input,16763,tablet,西安,2025-11-29 23:56:54,成都,90064,2025-11-29
106,op1000795,op1000795_20251129_3,product_page,tap,4897,tablet,上海,2025-11-29 23:58:46,成都,90173,2025-11-29
107,op1000795,op1000795_20251129_3,cart_page,tap,4338,mobile,北京,2025-11-29 23:59:58,武汉,,2025-11-29
108,op1000795,op1000795_20251129_3,cart_page,tap,5145,mobile,成都,2025-11-29 23:59:58,广州,,2025-11-29
109,op1001820,op1001820_20251129_1,home_page,scroll,8461,tablet,北京,2025-11-29 04:15:43,杭州,,2025-11-29
110,op1001820,op1001820_20251129_1,home_page,click,4984,tablet,杭州,2025-11-29 04:17:55,上海,,2025-11-29
111,op1001820,op1001820_20251129_1,search_page,swipe,27950,tablet,广州,2025-11-29 04:22:23,南京,服装,2025-11-29
112,op1001820,op1001820_20251129_1,profile_page,click,21718,desktop,北京,2025-11-29 04:25:30,武汉,,2025-11-29
113,op1001820,op1001820_20251129_1,search_page,scroll,10889,mobile,深圳,2025-11-29 04:27:04,杭州,服装,2025-11-29
114,op1001820,op1001820_20251129_2,home_page,click,15262,desktop,南京,2025-11-29 22:39:25,南京,,2025-11-29
115,op1001820,op1001820_20251129_2,cart_page,click,26088,mobile,南京,2025-11-29 22:44:55,杭州,,2025-11-29
116,op1001820,op1001820_20251129_2,cart_page,input,4635,desktop,深圳,2025-11-29 22:49:47,南京,,2025-11-29
117,op1001820,op1001820_20251129_3,home_page,swipe,22041,desktop,广州,2025-11-29 03:14:46,南京,,2025-11-29
118,op1001820,op1001820_20251129_3,profile_page,input,26716,tablet,重庆,2025-11-29 03:17:44,南京,,2025-11-29
119,op1001820,op1001820_20251129_3,search_page,tap,23201,desktop,上海,2025-11-29 03:20:19,北京,数码,2025-11-29
